condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,total_days
1,1,73.0,29.88,0,1,0,2,1.07
0,12,18.0,23.91,0,7,1,2,2.01
2,15,43.0,49.66,1,9,1,1,2.10
2,43,40.0,30.68,0,7,1,2,1.06
0,2,39.0,24.36,1,9,1,2,5.52
1,1,67.0,28.04,0,1,0,2,0.21
1,15,4.0,47.86,1,9,0,1,6.06
2,42,62.0,7.14,1,9,1,4,0.48
0,1,5.0,37.83,0,7,1,2,12.07
1,35,15.0,46.06,2,1,0,1,0.76
1,9,33.0,22.17,0,1,0,1,1.16
1,5,30.0,41.47,0,1,0,2,0.36
2,43,68.0,8.19,0,7,0,2,1.07
1,38,59.0,14.25,0,7,0,2,9.08
2,1,60.0,36.81,0,7,1,2,1.09
1,42,33.0,43.25,0,1,0,2,0.22
2,43,21.0,47.31,0,7,1,2,0.55
0,43,89.0,29.0,2,1,1,2,2.14
1,15,35.0,12.4,0,7,0,1,1.11
1,1,30.0,44.57,2,1,0,2,8.40
3,12,16.0,34.7,2,4,2,4,1.05
0,43,98.0,6.06,0,1,1,4,0.41
1,15,22.0,49.34,0,1,0,1,0.54
1,5,56.00000000000001,33.61,0,1,0,2,1.08
2,1,76.0,41.84,1,9,1,2,1.07
2,12,28.000000000000004,15.14,1,9,1,2,2.06
1,12,7.000000000000001,43.18,1,9,0,2,4.08
1,42,54.0,14.83,1,9,0,2,2.36
3,25,86.0,15.09,2,4,2,4,4.06
2,43,18.0,43.38,0,7,0,2,0.39
2,15,8.0,25.12,2,9,1,1,0.56
1,19,45.0,9.4,0,1,0,1,10.17
0,28,79.0,45.97,2,1,1,1,1.66
1,5,31.0,15.32,0,7,0,2,6.92
0,7,30.0,29.06,0,1,1,2,2.07
1,43,77.0,45.06,0,1,0,2,1.24
2,9,90.0,35.74,1,9,1,1,1.07
1,4,65.0,19.13,1,9,0,1,0.33
0,35,68.0,33.11,1,9,1,1,1.60
1,1,71.0,10.44,1,9,0,2,0.74
1,1,84.0,48.15,0,1,0,2,0.96
0,43,100.0,17.7,0,1,1,1,0.25
3,40,73.0,29.1,1,9,2,1,0.08
2,1,76.0,20.92,2,4,0,1,3.08
3,40,34.0,31.11,1,9,2,1,0.10
2,1,62.0,37.05,1,9,0,1,0.38
1,1,12.0,32.41,0,1,0,2,0.82
1,38,94.0,28.54,0,1,0,2,1.10
1,19,33.0,37.79,0,1,0,2,5.09
0,12,28.000000000000004,29.3,0,1,1,2,0.52
0,1,25.0,46.25,0,1,1,2,1.34
2,1,87.0,17.61,0,1,0,1,3.08
3,12,78.0,42.64,2,4,2,4,0.15
2,12,55.00000000000001,17.11,1,9,0,2,9.07
1,9,83.0,21.71,0,7,0,1,6.94
0,40,39.0,10.13,0,1,1,1,0.42
0,1,32.0,31.95,0,1,1,1,0.37
1,5,89.0,23.2,0,1,0,2,0.75
0,1,89.0,31.19,0,1,1,2,0.27
0,30,54.0,33.3,0,1,1,1,0.25
1,38,10.0,7.99,0,1,0,2,1.26
0,38,14.000000000000002,40.33,0,1,1,2,0.33
2,15,93.0,48.61,1,9,1,1,0.12
0,1,25.0,37.34,2,1,1,1,1.44
2,17,79.0,21.96,0,1,1,1,0.26
2,44,6.0,39.76,0,7,0,2,7.61
0,12,54.0,24.2,0,1,1,2,1.67
3,9,68.0,47.58,2,4,2,1,0.09
1,5,82.0,14.62,2,4,0,2,5.51
2,30,13.0,29.3,2,4,0,1,0.12
2,43,94.0,37.1,0,7,0,2,1.07
1,12,84.0,6.75,2,4,0,1,8.07
1,1,1.0,13.8,0,1,0,1,0.24
1,1,70.0,26.59,0,1,0,1,0.34
1,15,69.0,41.96,2,4,0,1,12.07
2,5,8.0,25.65,0,7,1,2,0.56
1,2,22.0,17.22,0,7,0,2,2.51
1,1,10.0,16.2,0,1,0,2,2.07
0,15,69.0,44.38,2,9,1,1,1.07
2,43,9.0,25.78,1,9,1,2,0.56
3,15,49.0,31.93,2,9,2,1,1.06
1,1,49.0,16.72,0,1,0,2,0.82
1,43,57.99999999999999,31.92,0,1,0,1,0.31
1,43,28.000000000000004,15.94,0,1,0,1,2.65
0,40,62.0,28.16,2,1,1,1,0.24
2,1,63.0,42.49,1,9,1,2,2.09
0,14,54.0,40.04,2,1,1,2,0.28
0,1,73.0,49.88,0,1,1,1,0.33
1,9,25.0,29.07,1,9,0,1,3.12
1,12,6.0,35.33,0,1,0,2,1.30
2,43,80.0,47.16,1,9,1,1,0.27
2,1,41.0,40.01,0,7,1,2,2.06
2,30,60.0,47.22,1,9,1,1,0.10
1,43,88.0,43.81,1,9,0,2,4.81
0,5,42.0,30.48,1,9,1,2,1.56
1,43,53.0,45.0,0,7,0,2,2.06
1,42,28.999999999999996,49.83,0,7,0,2,6.40
0,12,6.0,15.27,0,7,1,2,1.08
0,5,12.0,20.22,0,1,1,2,0.77
0,1,28.999999999999996,19.16,0,1,1,2,2.07
2,1,44.0,20.07,1,9,1,2,2.07
2,1,68.0,30.91,1,9,0,2,2.07
0,1,34.0,37.23,2,4,1,1,12.08
0,38,57.99999999999999,9.31,0,1,1,2,1.09
3,25,1.0,39.63,2,4,2,4,1.08
1,12,68.0,15.44,0,1,0,2,0.39
2,9,80.0,30.49,1,9,1,1,0.14
1,5,82.0,35.43,0,7,0,2,2.06
0,3,44.0,35.13,2,1,1,1,0.29
1,30,48.0,13.16,0,1,0,1,1.09
0,12,92.0,31.8,0,7,1,2,5.60
1,22,1.0,29.98,2,1,0,2,0.78
1,43,38.0,33.99,2,1,0,1,2.12
0,30,41.0,45.75,0,1,1,1,3.08
2,38,23.0,45.08,0,7,1,2,2.05
3,12,83.0,7.11,2,4,2,4,1.06
3,1,19.0,19.95,2,4,2,4,2.07
0,15,18.0,42.05,2,1,1,1,2.18
0,1,49.0,46.9,2,1,1,2,8.30
1,12,98.0,42.82,0,1,0,2,2.07
1,29,94.0,13.9,0,7,0,1,5.09
2,39,85.0,10.13,0,7,1,1,6.07
0,38,92.0,43.85,1,9,1,2,2.27
2,25,44.0,5.77,2,9,0,1,5.07
1,30,70.0,13.08,0,1,0,1,0.26
1,5,55.00000000000001,45.62,0,7,0,1,0.39
0,42,23.0,48.85,1,9,1,2,0.41
2,43,22.0,13.12,2,9,1,1,2.06
1,1,16.0,41.59,2,1,0,2,16.04
3,26,90.0,16.87,1,9,2,1,0.09
3,15,90.0,37.0,2,9,2,1,2.06
2,1,54.0,23.02,0,1,1,1,0.23
0,5,56.00000000000001,34.45,2,9,1,1,1.07
1,31,1.0,17.07,0,1,0,2,1.07
0,12,57.99999999999999,36.57,0,1,1,2,10.17
1,38,39.0,23.06,2,1,0,2,0.66
1,7,77.0,44.06,0,1,0,2,0.90
1,43,40.0,25.22,1,9,0,2,2.07
1,13,66.0,45.53,0,7,0,2,1.07
2,20,97.0,21.12,1,9,0,1,0.10
0,1,6.0,26.58,1,9,1,1,1.16
0,1,56.99999999999999,14.59,0,1,1,2,2.09
0,15,65.0,26.65,0,1,1,1,11.54
0,38,3.0,14.28,0,1,1,2,4.31
1,43,98.0,48.69,0,7,0,2,7.07
1,30,26.0,33.22,2,1,0,1,0.27
0,43,93.0,24.06,0,1,1,1,1.24
1,13,61.0,22.17,0,1,0,2,0.23
0,43,52.0,28.06,0,1,1,2,0.90
1,43,31.0,47.53,1,9,0,2,3.07
0,7,81.0,25.45,0,1,1,2,2.16
2,1,86.0,23.24,1,9,0,1,0.22
2,38,8.0,49.2,1,9,0,2,1.56
0,19,54.0,27.46,0,1,1,2,0.23
0,1,68.0,8.08,0,1,1,1,0.29
0,1,1.0,45.67,0,1,1,2,2.15
0,1,8.0,7.6,0,1,1,2,1.07
0,38,23.0,23.15,0,1,1,2,10.64
1,30,74.0,11.34,2,2,0,1,3.82
2,15,21.0,13.89,2,9,1,1,1.06
2,38,20.0,34.18,1,9,0,2,0.90
0,12,69.0,13.12,0,1,1,2,0.50
0,1,12.0,27.82,1,9,1,1,2.10
1,1,11.0,42.74,2,9,0,1,0.73
0,43,28.000000000000004,20.62,0,7,1,2,7.21
1,12,46.0,35.65,0,7,0,2,2.06
1,25,7.000000000000001,36.33,0,7,0,2,2.54
1,19,46.0,13.51,0,7,0,2,2.08
1,11,37.0,20.85,0,7,0,2,3.69
1,1,11.0,27.42,1,9,0,2,0.92
1,43,65.0,42.61,0,1,0,2,0.24
0,1,94.0,37.74,2,1,1,1,0.27
2,12,93.0,24.42,0,7,0,2,2.06
1,1,77.0,7.88,0,1,0,2,1.07
1,5,39.0,48.89,0,7,0,2,1.24
1,12,87.0,22.64,0,1,0,2,1.07
2,30,1.0,43.97,1,9,0,1,0.14
0,25,65.0,43.61,0,1,1,2,3.07
0,1,101.0,32.7,2,1,1,1,4.12
0,10,20.0,23.44,0,1,1,2,9.28
1,31,43.0,11.12,0,7,0,2,7.07
0,15,8.0,10.96,0,1,1,1,0.39
2,1,48.0,12.36,1,9,1,1,0.18
0,19,94.0,14.38,0,1,1,2,2.97
1,22,49.0,15.74,0,7,0,2,1.06
0,43,16.0,44.55,2,1,1,2,9.42
2,1,57.99999999999999,6.99,2,9,0,1,0.31
0,38,47.0,23.52,1,9,1,2,2.14
0,15,34.0,29.27,0,1,1,1,0.51
2,12,45.0,46.02,1,9,1,2,0.24
1,43,92.0,19.16,0,1,0,2,0.24
0,12,11.0,13.71,1,9,1,1,1.07
2,43,97.0,23.89,1,9,0,1,0.11
0,1,9.0,47.51,2,1,1,1,1.33
1,1,5.0,7.95,0,7,0,2,11.60
0,13,85.0,23.27,1,9,1,2,6.84
2,42,18.0,21.0,0,1,0,2,0.24
1,13,47.0,16.51,2,1,0,2,0.25
0,19,14.000000000000002,37.17,0,1,1,2,2.09
0,12,51.0,30.76,1,9,1,2,1.57
2,38,11.0,44.01,0,1,1,2,0.75
1,21,5.0,39.89,2,1,0,1,0.30
0,43,94.0,22.69,0,7,1,2,11.08
1,16,3.0,39.16,0,1,0,2,1.09
1,25,89.0,23.2,0,1,0,2,2.17
2,40,76.0,48.87,2,9,1,1,1.06
0,43,37.0,48.88,0,1,1,2,3.07
0,39,56.99999999999999,35.97,0,1,1,1,1.07
2,45,20.0,41.86,1,9,0,2,1.08
2,12,25.0,43.4,0,7,1,2,9.07
0,18,97.0,47.99,0,1,1,1,0.28
0,40,54.0,24.83,0,1,1,1,0.25
1,30,45.0,5.32,2,1,0,1,0.27
3,12,71.0,14.99,2,4,2,4,2.06
1,15,82.0,27.12,1,9,0,1,0.25
1,1,28.999999999999996,48.83,0,7,0,2,4.08
1,30,59.0,13.85,0,1,0,1,0.34
0,39,31.0,23.09,0,1,1,1,0.26
0,43,69.0,47.46,0,1,1,1,1.08
2,17,39.0,34.7,1,9,1,1,0.12
0,43,56.99999999999999,32.49,0,7,1,2,1.06
0,43,74.0,18.94,0,1,1,2,12.07
0,31,32.0,45.76,0,1,1,2,1.08
1,19,6.0,14.03,0,1,0,2,1.13
0,1,3.0,40.2,0,1,1,2,2.19
2,5,56.00000000000001,15.66,2,4,0,2,2.19
0,1,72.0,29.21,0,1,1,2,3.07
1,12,8.0,46.56,0,1,0,2,4.19
2,12,56.99999999999999,45.68,2,2,0,2,0.06
1,38,37.0,31.41,0,1,0,2,8.08
2,19,25.0,18.68,0,1,0,2,8.10
1,43,95.0,46.38,0,1,0,2,0.23
0,38,48.0,44.25,0,7,1,2,6.64
0,38,3.0,39.44,1,9,1,2,3.10
0,1,37.0,35.59,0,7,1,2,1.54
1,43,63.0,13.43,0,1,0,2,0.27
3,12,30.0,42.86,2,4,2,4,1.06
1,16,11.0,26.22,0,1,0,2,0.99
3,1,3.0,44.0,1,9,2,1,0.14
1,15,7.000000000000001,10.88,2,1,0,1,0.33
0,43,55.00000000000001,22.44,0,7,1,2,6.03
1,12,1.0,9.59,0,7,0,2,15.28
2,15,56.99999999999999,25.97,2,9,1,1,1.07
0,31,85.0,48.15,0,7,1,2,2.07
0,43,50.0,26.75,0,1,1,1,1.29
0,1,2.0,9.79,0,7,1,2,1.06
0,42,90.0,43.32,0,1,1,2,1.07
3,15,86.0,29.24,1,9,2,1,0.10
0,43,23.0,43.17,0,1,1,4,1.26
0,1,5.0,9.05,0,1,1,2,0.55
2,28,52.0,41.54,1,9,0,1,0.22
1,38,54.0,12.95,0,1,0,2,0.48
1,1,56.99999999999999,39.04,2,1,0,1,1.59
2,5,55.00000000000001,9.87,1,9,1,2,8.64
0,1,68.0,43.73,2,1,1,1,2.05
1,1,54.0,40.96,2,9,0,1,1.06
1,25,85.0,29.47,0,1,0,2,2.07
1,43,97.0,26.2,0,7,0,2,2.08
3,1,28.999999999999996,13.94,2,4,2,4,2.06
2,1,86.0,8.13,1,9,0,1,0.10
2,1,49.0,49.29,1,9,0,2,1.10
0,12,48.0,23.74,0,1,1,2,1.09
1,12,28.999999999999996,25.67,0,7,0,2,3.38
2,9,69.0,41.45,1,9,0,1,0.12
1,15,51.0,29.93,2,1,0,1,3.52
1,1,87.0,22.16,2,1,0,1,0.34
3,25,86.0,10.43,2,4,2,4,0.56
2,38,93.0,8.98,0,7,1,2,3.06
0,31,2.0,34.17,0,7,1,2,5.06
0,42,25.0,31.18,2,1,1,2,5.04
0,19,20.0,29.33,0,1,1,2,0.26
1,13,19.0,7.34,0,1,0,2,0.21
1,1,64.0,42.76,1,9,0,2,0.48
2,1,14.000000000000002,43.16,1,9,1,1,0.23
2,1,70.0,19.19,1,9,1,1,0.22
1,1,36.0,9.77,0,1,0,2,3.07
1,1,53.0,23.25,0,7,0,2,6.10
1,34,25.0,16.0,0,7,0,2,6.07
0,5,38.0,12.12,0,7,1,1,3.30
1,2,47.0,27.61,0,7,0,2,2.44
2,12,26.0,20.61,2,4,0,2,7.07
1,25,30.0,47.51,1,9,0,2,15.13
0,7,84.0,15.32,0,7,1,2,2.11
1,1,48.0,31.07,0,1,0,2,2.13
0,43,36.0,8.85,0,1,1,2,0.53
2,42,28.000000000000004,28.66,0,7,0,2,0.92
1,38,50.0,11.89,0,1,0,2,2.07
0,1,83.0,14.0,2,1,1,1,0.29
2,5,78.0,48.3,1,9,0,2,3.08
1,5,41.0,7.45,1,9,0,1,5.07
1,43,5.0,43.47,0,1,0,2,1.07
0,1,28.000000000000004,12.45,0,7,1,2,8.07
1,43,68.0,26.43,0,1,0,2,0.31
1,5,45.0,40.02,0,1,0,1,0.35
1,12,27.0,48.58,2,1,0,2,2.23
3,12,93.0,46.59,0,3,2,4,1.06
1,5,21.0,29.98,0,1,0,1,1.15
3,43,43.0,7.27,1,9,2,4,1.08
2,1,23.0,49.23,2,4,1,1,10.07
0,39,45.0,22.56,0,1,1,1,0.28
1,43,37.0,43.28,0,1,0,2,3.08
0,16,22.0,38.79,0,7,1,2,4.09
1,30,36.0,28.94,0,1,0,1,0.22
0,38,33.0,22.75,0,7,1,2,4.05
0,23,52.0,24.59,0,1,1,1,0.60
1,2,8.0,49.62,2,1,0,2,0.37
2,43,44.0,24.22,0,1,0,2,7.06
0,1,3.0,41.46,0,1,1,2,0.24
1,1,37.0,13.0,0,1,0,2,0.32
0,1,56.00000000000001,38.85,1,9,1,2,8.08
2,9,4.0,38.79,1,9,1,1,0.35
0,1,93.0,31.36,0,7,1,2,14.65
1,1,78.0,46.53,2,1,0,1,0.26
1,1,63.0,42.49,1,9,0,2,3.09
1,43,78.0,5.81,0,1,0,2,2.12
1,1,90.0,48.15,1,9,0,2,4.26
2,1,18.0,20.31,2,9,0,1,0.82
1,38,30.0,47.16,0,7,0,2,7.19
2,31,30.0,13.11,0,7,0,2,1.05
0,38,22.0,49.75,0,7,1,2,1.07
1,1,44.0,9.98,0,1,0,2,1.08
2,9,93.0,23.47,1,9,0,1,0.12
0,15,61.0,27.19,2,1,1,1,0.23
1,43,18.0,35.2,0,1,0,2,0.32
3,12,80.0,47.9,2,4,2,4,1.06
0,1,101.0,33.26,0,7,1,1,8.07
2,12,78.0,41.09,1,9,1,2,2.16
0,5,75.0,13.61,0,1,1,2,1.07
0,30,22.0,28.82,2,1,1,1,3.53
3,12,84.0,9.43,2,4,2,4,0.56
0,1,99.0,10.05,0,1,1,2,2.07
3,1,46.0,47.11,2,4,2,4,1.06
2,1,2.0,46.94,1,9,1,2,0.26
2,43,73.0,30.75,2,4,1,2,3.07
1,13,74.0,48.51,0,1,0,2,1.08
1,44,24.0,18.43,0,7,0,2,7.79
1,1,59.0,47.56,0,1,0,2,10.19
2,46,91.0,6.6,0,1,1,4,2.06
1,12,2.0,26.49,0,1,0,2,1.07
1,5,23.0,10.4,2,1,0,1,0.25
0,22,59.0,43.98,0,7,1,2,0.65
0,40,77.0,16.3,2,1,1,1,3.78
1,5,47.0,46.14,0,1,0,2,7.08
1,1,50.0,26.19,0,7,0,2,5.16
1,30,88.0,49.86,0,1,0,1,2.11
2,1,63.0,38.25,1,9,1,2,0.81
0,9,39.0,23.8,0,1,1,1,5.10
1,1,59.0,35.57,0,1,0,2,0.99
1,19,56.99999999999999,8.99,0,7,0,2,3.26
2,30,40.0,16.58,2,9,0,1,0.64
2,41,98.0,14.08,2,9,1,1,1.05
1,12,52.0,46.12,0,7,0,2,8.23
2,30,24.0,39.25,2,9,1,1,0.50
1,43,7.000000000000001,29.78,2,1,0,2,8.15
1,23,98.0,43.57,0,1,0,1,6.08
2,9,69.0,45.69,1,9,1,1,0.20
2,5,41.0,36.29,1,9,0,1,0.11
0,9,93.0,44.45,2,1,1,1,1.05
1,42,12.0,36.12,1,9,0,2,4.07
1,5,41.0,34.04,0,1,0,1,0.81
1,15,90.0,32.54,0,1,0,1,1.15
0,34,12.0,29.82,2,1,1,2,0.24
2,43,1.0,34.11,1,9,0,2,0.32
1,43,26.0,6.91,2,4,0,1,4.06
2,43,21.0,6.24,1,9,1,2,0.39
3,43,9.0,6.56,1,9,2,2,0.06
3,15,1.0,15.88,2,4,2,1,0.39
1,13,98.0,9.26,0,1,0,2,3.62
0,5,56.00000000000001,44.38,0,1,1,2,1.14
2,1,7.000000000000001,11.53,2,4,0,2,2.56
0,1,98.0,15.03,1,9,1,1,0.71
1,15,24.0,13.56,1,9,0,1,1.09
1,12,38.0,11.81,0,1,0,2,0.63
2,43,96.0,8.96,0,7,1,2,8.07
1,38,94.0,13.49,0,1,0,2,2.59
2,15,98.0,11.07,2,9,0,1,3.06
0,38,36.0,8.05,0,1,1,2,0.61
0,43,1.0,14.41,0,1,1,2,1.29
1,1,11.0,42.39,0,1,0,1,8.23
0,15,61.0,10.85,0,1,1,1,2.23
1,1,57.99999999999999,5.2,0,1,0,2,10.13
1,42,16.0,14.12,0,7,0,2,4.61
1,15,19.0,30.63,0,1,0,1,1.09
0,24,37.0,10.01,0,7,1,2,7.06
3,25,50.0,49.8,0,3,2,4,1.06
2,43,77.0,22.84,1,9,1,1,0.11
1,12,69.0,38.1,0,1,0,2,0.24
0,38,26.0,27.99,0,1,1,2,2.07
0,5,8.0,24.52,0,7,1,2,5.35
0,38,52.0,47.33,0,1,1,2,2.10
2,1,17.0,13.03,2,9,0,1,1.06
2,31,35.0,10.53,2,4,1,2,1.89
2,38,94.0,29.58,0,7,1,2,9.09
2,1,56.00000000000001,21.57,2,4,0,1,0.39
0,42,51.0,27.66,0,1,1,2,1.08
1,1,69.0,11.23,0,1,0,2,8.88
2,38,16.0,38.46,1,9,0,2,1.07
0,43,90.0,45.08,0,1,1,2,1.07
1,38,52.0,25.23,0,1,0,2,10.08
1,43,76.0,10.38,0,1,0,2,0.91
0,1,36.0,39.72,0,1,1,2,0.63
0,17,91.0,26.95,2,9,1,1,5.07
0,38,31.0,43.35,2,1,1,2,1.28
0,38,100.0,6.1,0,1,1,2,1.15
0,1,25.0,10.68,2,1,1,1,0.24
2,5,53.0,48.85,2,2,1,1,0.23
1,43,37.0,21.97,0,1,0,4,0.58
2,39,97.0,30.92,1,9,1,1,0.29
0,31,96.0,48.19,0,1,1,2,1.14
2,1,1.0,23.91,2,9,1,1,2.07
2,5,79.0,16.94,1,9,1,2,0.12
2,21,41.0,42.27,0,1,0,1,0.22
2,5,10.0,10.89,1,9,0,1,0.15
0,13,18.0,10.13,0,1,1,2,1.10
3,5,32.0,31.62,1,9,2,1,0.08
1,1,46.0,21.68,2,1,0,1,7.45
3,12,37.0,26.65,2,4,2,4,1.05
2,1,54.0,42.89,1,9,0,2,0.06
1,9,81.0,19.28,0,1,0,1,0.39
0,38,45.0,48.15,0,1,1,2,1.07
1,15,2.0,15.59,0,1,0,1,0.24
1,43,84.0,47.59,0,1,0,2,9.16
1,15,10.0,18.69,0,1,0,1,0.41
1,1,11.0,11.66,0,1,0,2,1.08
1,1,9.0,42.24,0,7,0,2,1.09
1,43,42.0,7.58,1,9,0,2,1.33
0,12,71.0,46.06,2,1,1,2,0.21
0,38,51.0,12.75,0,1,1,2,1.09
3,1,78.0,39.17,2,2,2,1,0.56
1,25,46.0,25.14,0,7,0,2,2.06
0,13,20.0,33.94,1,9,1,2,0.90
1,1,57.99999999999999,15.8,0,1,0,2,1.23
1,5,64.0,28.36,2,9,0,1,2.06
2,21,92.0,33.79,2,9,0,1,1.06
2,1,47.0,23.85,1,9,0,1,0.19
0,38,43.0,10.89,2,1,1,2,0.21
0,25,4.0,36.51,1,9,1,2,2.07
1,1,59.0,12.82,0,1,0,1,6.16
1,42,34.0,5.32,0,1,0,2,1.72
1,43,2.0,28.92,2,1,0,2,0.24
0,42,80.0,31.85,0,1,1,2,1.07
2,15,63.0,25.26,2,9,1,1,1.06
1,30,15.0,31.4,0,7,0,1,0.43
0,1,27.0,39.86,0,1,1,2,4.59
0,12,78.0,36.45,0,1,1,2,0.48
0,43,6.0,26.22,0,1,1,2,2.10
1,43,83.0,35.83,0,1,0,2,3.61
3,25,2.0,38.41,2,4,2,4,2.06
0,38,8.0,19.93,0,1,1,2,1.08
2,1,101.0,38.6,1,9,0,1,5.16
1,15,41.0,5.39,0,1,0,1,0.25
1,19,57.99999999999999,31.75,0,1,0,2,2.10
3,25,12.0,28.32,2,4,2,4,2.06
1,5,66.0,6.6,2,1,0,2,8.92
1,38,83.0,45.27,0,7,0,2,1.72
3,30,26.0,12.01,1,9,2,1,0.06
2,15,71.0,8.26,2,9,0,1,1.07
0,43,93.0,29.35,2,4,1,2,5.30
2,9,42.0,41.85,1,9,1,1,0.09
1,1,9.0,44.78,0,1,0,2,3.34
1,4,38.0,32.99,0,1,0,1,0.23
0,40,43.0,40.44,0,1,1,1,2.28
0,30,44.0,40.12,0,1,1,1,0.21
1,31,80.0,32.43,2,1,0,2,8.15
0,12,10.0,34.85,0,1,1,2,2.08
0,12,101.0,44.73,0,1,1,2,1.08
1,42,25.0,17.14,0,7,0,2,5.07
0,42,75.0,31.65,0,1,1,2,1.08
1,44,41.0,34.18,1,9,0,2,3.07
0,15,60.0,18.66,0,1,1,1,0.32
1,38,60.0,23.56,2,1,0,2,1.47
2,1,49.0,33.93,2,9,0,1,0.40
1,43,2.0,38.82,0,7,0,2,1.33
1,1,82.0,49.79,2,1,0,2,8.70
0,12,94.0,25.07,2,4,1,2,2.01
2,42,56.99999999999999,27.18,0,7,1,2,1.23
2,12,60.0,39.94,0,7,1,2,3.06
1,19,11.0,31.28,0,7,0,2,12.24
2,1,49.0,14.32,0,7,1,2,2.07
0,1,28.999999999999996,28.65,0,7,1,2,6.05
1,1,97.0,18.37,0,7,0,2,1.07
1,1,34.0,40.85,0,7,0,2,7.14
1,42,38.0,7.6,0,1,0,2,1.07
2,12,24.0,12.51,1,9,1,2,0.10
1,31,99.0,27.14,0,7,0,2,2.07
1,1,74.0,5.22,0,1,0,2,1.07
3,12,91.0,29.46,2,4,2,4,1.06
1,33,34.0,20.42,1,9,0,2,1.08
2,13,17.0,10.47,1,9,0,2,0.27
1,38,85.0,40.93,0,1,0,2,1.07
1,1,98.0,28.87,0,7,0,2,9.05
1,46,81.0,9.99,0,1,0,1,0.27
1,1,34.0,18.64,0,1,0,2,2.49
0,38,83.0,14.92,0,1,1,2,0.29
3,12,76.0,20.84,2,4,2,4,2.06
2,9,24.0,37.51,1,9,0,1,0.14
0,15,69.0,15.29,0,1,1,1,0.43
0,43,81.0,23.58,1,9,1,2,9.70
0,43,8.0,20.43,0,1,1,2,5.06
1,9,11.0,46.91,0,1,0,1,0.36
2,30,86.0,6.94,1,9,1,1,0.12
3,1,24.0,32.36,1,9,2,1,0.10
1,1,42.0,27.98,0,1,0,2,10.22
2,1,1.0,40.7,0,7,1,2,3.06
0,15,97.0,14.88,0,1,1,1,1.08
2,1,99.0,47.25,2,4,0,2,8.06
1,30,19.0,12.98,0,1,0,1,0.57
1,12,30.0,47.1,0,1,0,2,2.19
2,15,6.0,7.51,2,2,1,1,0.32
2,38,16.0,19.03,0,7,1,2,5.06
3,12,81.0,25.72,2,4,2,4,2.06
1,15,11.0,13.74,2,9,0,1,2.08
2,1,92.0,36.1,0,7,0,2,1.06
1,13,13.0,16.53,1,9,0,2,1.32
0,1,49.0,11.21,1,9,1,2,1.08
2,5,47.0,15.52,1,9,1,1,0.13
1,30,45.0,40.05,0,1,0,1,0.28
0,12,8.0,31.08,0,1,1,2,1.07
1,12,56.00000000000001,35.29,2,4,0,2,6.09
0,1,66.0,38.97,0,1,1,2,2.18
1,1,27.0,28.54,2,1,0,2,0.24
2,3,10.0,7.24,1,9,0,1,0.12
1,12,47.0,23.08,0,1,0,2,0.23
1,43,12.0,17.26,0,1,0,2,0.40
1,43,26.0,11.29,0,1,0,2,0.28
2,38,28.000000000000004,32.21,1,9,1,2,6.13
0,43,56.99999999999999,7.31,0,1,1,2,0.23
1,12,2.0,32.41,0,7,0,2,3.07
2,43,82.0,17.07,1,9,1,2,0.21
1,43,14.000000000000002,25.98,1,9,0,2,2.20
1,12,99.0,9.11,0,1,0,2,6.06
2,31,68.0,35.3,2,2,0,2,0.72
0,1,43.0,30.22,0,7,1,2,7.06
2,40,72.0,12.05,2,4,1,1,1.06
2,22,96.0,6.23,1,9,1,2,2.13
1,31,11.0,45.53,0,7,0,2,2.12
1,43,56.00000000000001,19.04,0,1,0,2,0.57
1,38,13.0,30.59,0,1,0,2,2.07
2,39,63.0,13.58,2,9,1,1,0.56
1,38,49.0,18.71,0,1,0,2,4.10
0,21,80.0,9.41,0,1,1,1,0.27
1,42,92.0,14.43,0,1,0,2,2.09
0,1,86.0,9.72,0,1,1,2,0.57
1,20,12.0,44.48,0,7,0,2,3.07
2,0,84.0,14.49,1,9,0,2,13.10
0,1,63.0,21.93,0,1,1,1,0.24
0,22,95.0,22.64,0,7,1,2,8.67
3,30,53.0,40.26,1,9,2,1,0.07
2,39,30.0,13.16,1,9,1,1,0.07
1,42,69.0,15.86,0,1,0,2,0.52
0,1,80.0,24.63,2,1,1,1,0.41
0,43,82.0,21.0,0,7,1,2,4.52
3,1,49.0,11.87,2,4,2,4,1.06
0,15,37.0,8.34,0,1,1,1,0.22
0,38,96.0,10.43,2,1,1,2,1.65
1,12,95.0,45.56,0,1,0,2,1.11
1,13,26.0,15.89,0,7,0,2,4.05
2,5,70.0,49.99,2,4,0,1,1.06
0,40,69.0,7.61,1,9,1,1,1.76
0,1,28.999999999999996,10.02,0,1,1,2,2.07
0,1,93.0,35.3,0,1,1,1,0.35
0,43,28.999999999999996,25.81,0,1,1,1,0.42
2,5,75.0,13.01,0,7,0,2,0.11
2,17,88.0,11.92,2,9,1,1,0.31
0,12,16.0,28.83,0,7,1,2,2.06
0,15,5.0,43.21,2,1,1,1,0.28
1,30,21.0,9.71,0,1,0,1,0.49
2,1,67.0,11.4,1,9,1,2,0.66
0,17,50.0,26.05,2,1,1,1,0.24
2,15,32.0,48.23,2,2,0,1,0.16
1,12,36.0,12.16,0,1,0,2,0.40
2,1,55.00000000000001,29.0,1,9,1,1,0.19
0,30,19.0,43.62,0,1,1,1,0.22
